1.000000000000000000e+00;4.931700000000000000e+04
2.000000000000000000e+00;3.786050000000000000e+04
3.000000000000000000e+00;3.788350000000000000e+04
4.000000000000000000e+00;3.898650000000000000e+04
5.000000000000000000e+00;3.796400000000000000e+04
6.000000000000000000e+00;3.436400000000000000e+04
7.000000000000000000e+00;2.940800000000000000e+04
8.000000000000000000e+00;2.433050000000000000e+04
9.000000000000000000e+00;1.907400000000000000e+04
1.000000000000000000e+01;1.483200000000000000e+04
1.100000000000000000e+01;1.058000000000000000e+04
1.200000000000000000e+01;7.235000000000000000e+03
1.300000000000000000e+01;4.735000000000000000e+03
1.400000000000000000e+01;2.855000000000000000e+03
1.500000000000000000e+01;1.642500000000000000e+03
1.600000000000000000e+01;8.690000000000000000e+02
1.700000000000000000e+01;4.850000000000000000e+02
1.800000000000000000e+01;2.405000000000000000e+02
1.900000000000000000e+01;9.100000000000000000e+01
2.000000000000000000e+01;4.650000000000000000e+01
2.100000000000000000e+01;2.650000000000000000e+01
2.200000000000000000e+01;8.000000000000000000e+00
2.300000000000000000e+01;6.000000000000000000e+00
2.400000000000000000e+01;5.000000000000000000e-01
