1.000000000000000000e+00;5.418950000000000000e+04
2.000000000000000000e+00;4.843550000000000000e+04
3.000000000000000000e+00;5.559050000000000000e+04
4.000000000000000000e+00;6.104650000000000000e+04
5.000000000000000000e+00;5.501350000000000000e+04
6.000000000000000000e+00;4.136250000000000000e+04
7.000000000000000000e+00;2.759200000000000000e+04
8.000000000000000000e+00;1.645000000000000000e+04
9.000000000000000000e+00;8.993500000000000000e+03
1.000000000000000000e+01;4.327000000000000000e+03
1.100000000000000000e+01;1.937500000000000000e+03
1.200000000000000000e+01;7.605000000000000000e+02
1.300000000000000000e+01;2.855000000000000000e+02
1.400000000000000000e+01;1.050000000000000000e+02
1.500000000000000000e+01;2.450000000000000000e+01
1.600000000000000000e+01;7.500000000000000000e+00
1.700000000000000000e+01;4.000000000000000000e+00
1.800000000000000000e+01;5.000000000000000000e-01
