1.000000000000000000e+00;7.412500000000000000e+04
2.000000000000000000e+00;4.672200000000000000e+04
3.000000000000000000e+00;3.673150000000000000e+04
4.000000000000000000e+00;3.080900000000000000e+04
5.000000000000000000e+00;2.565000000000000000e+04
6.000000000000000000e+00;2.197500000000000000e+04
7.000000000000000000e+00;1.894000000000000000e+04
8.000000000000000000e+00;1.618400000000000000e+04
9.000000000000000000e+00;1.382200000000000000e+04
1.000000000000000000e+01;1.217350000000000000e+04
1.100000000000000000e+01;1.069150000000000000e+04
1.200000000000000000e+01;9.128500000000000000e+03
1.300000000000000000e+01;7.545500000000000000e+03
1.400000000000000000e+01;5.904500000000000000e+03
1.500000000000000000e+01;4.414000000000000000e+03
1.600000000000000000e+01;3.124000000000000000e+03
1.700000000000000000e+01;1.935000000000000000e+03
1.800000000000000000e+01;1.176500000000000000e+03
1.900000000000000000e+01;6.680000000000000000e+02
2.000000000000000000e+01;4.225000000000000000e+02
2.100000000000000000e+01;2.590000000000000000e+02
2.200000000000000000e+01;1.540000000000000000e+02
2.300000000000000000e+01;8.950000000000000000e+01
2.400000000000000000e+01;3.700000000000000000e+01
2.500000000000000000e+01;2.900000000000000000e+01
2.600000000000000000e+01;8.500000000000000000e+00
2.700000000000000000e+01;2.500000000000000000e+00
2.800000000000000000e+01;1.000000000000000000e+00
